word1,word2,lift_value
bmw,hyundai,0.5581696500834463
bmw,kia,0.5423630759217912
bmw,toyota,0.21504220203214883
bmw,acura,0.4272999930818096
bmw,audi,1.104621998352164
bmw,honda,0.1722928486161192
bmw,pontiac,0.0
bmw,lexus,1.1042707671921157
bmw,infiniti,0.6944071107288138
hyundai,kia,6.52836210648484
hyundai,toyota,1.5818234109864828
hyundai,acura,0.27213550170901096
hyundai,audi,0.45189727332137536
hyundai,honda,0.6583711896767397
hyundai,pontiac,1.7076502732240437
hyundai,lexus,0.7384433613941812
hyundai,infiniti,0.4793404275716614
kia,toyota,1.1644154634373545
kia,acura,0.08814300320840532
kia,audi,0.3940642662523362
kia,honda,0.959590574688133
kia,pontiac,0.0
kia,lexus,1.4350633819660368
kia,infiniti,0.5822077317186771
toyota,acura,0.4717970224365695
toyota,audi,0.26784518548279096
toyota,honda,2.1559923906150917
toyota,pontiac,0.0
toyota,lexus,2.1337126600284497
toyota,infiniti,0.23084025854108958
acura,audi,0.8743651348803259
acura,honda,1.99203187250996
acura,pontiac,0.0
acura,lexus,1.4536448799397008
acura,infiniti,2.49003984063745
audi,honda,0.26058432202090803
audi,pontiac,0.3975826972010178
audi,lexus,1.065951447630837
audi,infiniti,1.1997232266416678
honda,pontiac,0.0
honda,lexus,0.4558775643112993
honda,infiniti,0.3170577045022193
pontiac,lexus,0.0
pontiac,infiniti,0.0
lexus,infiniti,4.030346135609293
