word1,word2,lift_value
bmw,audi,1.5404380581749237
bmw,acura,0.9471916256542459
bmw,honda,0.5420991926182237
bmw,volkswagen,0.639386189258312
bmw,infiniti,1.2469900240798073
bmw,cadillac,1.463271875914545
bmw,toyota,0.6449948400412797
bmw,lexus,1.8547959724430314
bmw,hyundai,0.8839601414336227
bmw,price,1.1054535709500202
bmw,sport,1.681578780379466
bmw,engine,0.9000321440051432
bmw,performance,0.9836710603974033
bmw,luxury,0.9433962264150946
bmw,aspiration,1.8382352941176467
audi,acura,1.5839948095658078
audi,honda,0.8531656937584193
audi,volkswagen,2.157318287421175
audi,infiniti,2.1204410517387613
audi,cadillac,2.0254959300191158
audi,toyota,0.6361323155216285
audi,lexus,2.028746303555464
audi,hyundai,1.0080785327938373
audi,price,1.1737293293223667
audi,sport,1.2146215733260868
audi,engine,1.0845534559713008
audi,performance,0.9999404290808207
audi,luxury,1.1042296797733928
audi,aspiration,1.1927480916030533
acura,honda,2.859151628779001
acura,volkswagen,0.5629655291875975
acura,infiniti,3.276368211365066
acura,cadillac,1.7839091395611584
acura,toyota,0.7863283707276159
acura,lexus,2.7996123613653494
acura,hyundai,0.7619794047852306
acura,price,0.8848433146684332
acura,sport,0.5479699325674647
acura,engine,1.0123440663575207
acura,performance,1.0326586630068355
acura,luxury,1.5410057881680825
acura,aspiration,0.0
honda,volkswagen,1.381074168797954
honda,infiniti,0.7739938080495355
honda,cadillac,0.585308750365818
honda,toyota,2.662538699690402
honda,lexus,1.2082670906200317
honda,hyundai,1.4786242365798776
honda,price,0.643172986734557
honda,sport,1.0279840091376355
honda,engine,0.8486017357762777
honda,performance,0.7082431634861301
honda,luxury,1.2430632630410654
honda,aspiration,1.4705882352941175
volkswagen,infiniti,0.9534706331045003
volkswagen,cadillac,0.5407743889249406
volkswagen,toyota,1.3729977116704803
volkswagen,lexus,0.7050528789659224
volkswagen,hyundai,0.7127583749109052
volkswagen,price,0.4951965930474398
volkswagen,sport,0.3517658646404953
volkswagen,engine,1.069137562366358
volkswagen,performance,0.945179584120983
volkswagen,luxury,0.5742411812961443
volkswagen,aspiration,0.0
