word1,word2,lift_value
infiniti,cadillac,2.9457973291437547
infiniti,toyota,0.6925207756232686
infiniti,lexus,5.808440018966334
infiniti,hyundai,1.1983510689291534
infiniti,price,0.3496782959677097
infiniti,sport,0.496792142167717
infiniti,engine,1.0785159620362381
infiniti,performance,0.7334389485419234
infiniti,luxury,1.2413108242303872
infiniti,aspiration,0.0
cadillac,toyota,0.6546216286986122
cadillac,lexus,4.437273093989512
cadillac,hyundai,1.223391240518718
cadillac,price,1.1899500220990717
cadillac,sport,0.24151089214123553
cadillac,engine,0.0815594160345812
cadillac,performance,0.5823724188422436
cadillac,luxury,2.0651459682718487
cadillac,aspiration,1.5547263681592038
toyota,lexus,3.129445234708393
toyota,hyundai,2.1570319240724762
toyota,price,0.4795588058985733
toyota,sport,1.4477942428887751
toyota,engine,0.3451251078515963
toyota,performance,1.0561520859003697
toyota,luxury,0.6951340615690169
toyota,aspiration,0.0
lexus,hyundai,2.806084773297888
lexus,price,1.1081696730899464
lexus,sport,0.8746610688358263
lexus,engine,0.17722640673460346
lexus,performance,0.542348368435325
lexus,luxury,2.1417644059153496
lexus,aspiration,0.0
hyundai,price,1.4314699329076264
hyundai,sport,0.8842202062001521
hyundai,engine,0.8958165367732689
hyundai,performance,0.27413783650419427
hyundai,luxury,1.6496546035673783
hyundai,aspiration,0.0
price,sport,0.8846230400070769
price,engine,0.4854550207251951
price,performance,1.104669322951981
price,luxury,0.9025658658185411
price,aspiration,0.0
sport,engine,0.6896917608361186
sport,performance,1.0282386812568323
sport,luxury,1.2212248885632289
sport,aspiration,1.0113268608414239
engine,performance,1.0965513460167773
engine,luxury,0.5567584287039902
engine,aspiration,0.0
performance,luxury,3.78620559096359
performance,aspiration,1.0451505016722409
luxury,aspiration,0.0
audi,bmw,1.5404380581749237
acura,bmw,0.9471916256542459
honda,bmw,0.5420991926182237
volkswagen,bmw,0.639386189258312
infiniti,bmw,1.2469900240798073
cadillac,bmw,1.463271875914545
toyota,bmw,0.6449948400412797
lexus,bmw,1.8547959724430314
hyundai,bmw,0.8839601414336227
price,bmw,1.1054535709500202
sport,bmw,1.681578780379466
engine,bmw,0.9000321440051432
performance,bmw,0.9836710603974033
luxury,bmw,0.9433962264150946
aspiration,bmw,1.8382352941176467
acura,audi,1.5839948095658078
honda,audi,0.8531656937584193
volkswagen,audi,2.157318287421175
infiniti,audi,2.1204410517387613
cadillac,audi,2.0254959300191158
toyota,audi,0.6361323155216285
lexus,audi,2.028746303555464
hyundai,audi,1.0080785327938373
price,audi,1.1737293293223667
sport,audi,1.2146215733260868
engine,audi,1.0845534559713008
performance,audi,0.9999404290808207
luxury,audi,1.1042296797733928
aspiration,audi,1.1927480916030533
honda,acura,2.859151628779001
volkswagen,acura,0.5629655291875975
infiniti,acura,3.276368211365066
cadillac,acura,1.7839091395611584
toyota,acura,0.7863283707276159
lexus,acura,2.7996123613653494
hyundai,acura,0.7619794047852306
price,acura,0.8848433146684332
sport,acura,0.5479699325674647
engine,acura,1.0123440663575207
performance,acura,1.0326586630068355
luxury,acura,1.5410057881680825
aspiration,acura,0.0
volkswagen,honda,1.381074168797954
infiniti,honda,0.7739938080495355
cadillac,honda,0.585308750365818
toyota,honda,2.662538699690402
lexus,honda,1.2082670906200317
hyundai,honda,1.4786242365798776
price,honda,0.643172986734557
sport,honda,1.0279840091376355
engine,honda,0.8486017357762777
performance,honda,0.7082431634861301
luxury,honda,1.2430632630410654
aspiration,honda,1.4705882352941175
infiniti,volkswagen,0.9534706331045003
cadillac,volkswagen,0.5407743889249406
toyota,volkswagen,1.3729977116704803
lexus,volkswagen,0.7050528789659224
hyundai,volkswagen,0.7127583749109052
price,volkswagen,0.4951965930474398
sport,volkswagen,0.3517658646404953
engine,volkswagen,1.069137562366358
performance,volkswagen,0.945179584120983
luxury,volkswagen,0.5742411812961443
aspiration,volkswagen,0.0
cadillac,infiniti,2.9457973291437547
toyota,infiniti,0.6925207756232686
lexus,infiniti,5.808440018966334
hyundai,infiniti,1.1983510689291534
price,infiniti,0.3496782959677097
sport,infiniti,0.496792142167717
engine,infiniti,1.0785159620362381
performance,infiniti,0.7334389485419234
luxury,infiniti,1.2413108242303872
aspiration,infiniti,0.0
toyota,cadillac,0.6546216286986122
lexus,cadillac,4.437273093989512
hyundai,cadillac,1.223391240518718
price,cadillac,1.1899500220990717
sport,cadillac,0.24151089214123553
engine,cadillac,0.0815594160345812
performance,cadillac,0.5823724188422436
luxury,cadillac,2.0651459682718487
aspiration,cadillac,1.5547263681592038
lexus,toyota,3.129445234708393
hyundai,toyota,2.1570319240724762
price,toyota,0.4795588058985733
sport,toyota,1.4477942428887751
engine,toyota,0.3451251078515963
performance,toyota,1.0561520859003697
luxury,toyota,0.6951340615690169
aspiration,toyota,0.0
hyundai,lexus,2.806084773297888
price,lexus,1.1081696730899464
sport,lexus,0.8746610688358263
engine,lexus,0.17722640673460346
performance,lexus,0.542348368435325
luxury,lexus,2.1417644059153496
aspiration,lexus,0.0
price,hyundai,1.4314699329076264
sport,hyundai,0.8842202062001521
engine,hyundai,0.8958165367732689
performance,hyundai,0.27413783650419427
luxury,hyundai,1.6496546035673783
aspiration,hyundai,0.0
sport,price,0.8846230400070769
engine,price,0.4854550207251951
performance,price,1.104669322951981
luxury,price,0.9025658658185411
aspiration,price,0.0
engine,sport,0.6896917608361186
performance,sport,1.0282386812568323
luxury,sport,1.2212248885632289
aspiration,sport,1.0113268608414239
performance,engine,1.0965513460167773
luxury,engine,0.5567584287039902
aspiration,engine,0.0
luxury,performance,3.78620559096359
aspiration,performance,1.0451505016722409
aspiration,luxury,0.0
