word1,word2,lift_value
price,hyundai,0.43566476218927763
sport,hyundai,0.6189541443401064
engine,hyundai,0.35832661470930754
performance,hyundai,0.0
luxury,hyundai,1.1341375399525726
aspiration,hyundai,0.22768670309653918
sport,price,0.11057788000088462
engine,price,0.14937077560775236
performance,price,0.4951965930474398
luxury,price,0.3868139424936605
aspiration,price,0.0
engine,sport,0.10610642474401825
performance,sport,0.4870604279637627
luxury,sport,0.7327349331379372
aspiration,sport,0.0
performance,engine,0.6031032403092276
luxury,engine,0.24744819053510675
aspiration,engine,0.0
luxury,performance,3.281378178835111
aspiration,performance,0.0
aspiration,luxury,0.15723270440251574
